Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Activity Level,metal_oxide_mean,metal_oxide_std,CO2_mean,CO2_diff
1,16.97,50.89,118.14,582.6,495.91,743.43,706.98,638.56,1,Moderate Activity,646.22,109.22962571268533,350.37,-464.46000000000004
0,18.52,52.22,119.18,588.0,473.91,757.5,713.718,650.8,1,Moderate Activity,648.982,124.66009295680793,353.59000000000003,-468.82
2,18.69,43.02,58.96,577.77,582.14,783.12,757.53,703.85,0,Low Activity,706.66,89.3439328288907,318.365,-518.81
1,20.1,57.22,130.15,578.93,474.98,718.2,679.91,600.79,1,Low Activity,618.47,107.42890517298716,354.53999999999996,-448.78
1,19.93,55.32,116.14,549.35,510.39,729.45,695.9840000000002,621.92,1,Moderate Activity,639.436,97.05647303159817,332.745,-433.21000000000004
2,18.46,44.31,60.67,579.59,578.43,784.65,750.77,709.53,0,High Activity,705.845,90.32652821845863,320.13,-518.9200000000001
2,18.51,44.31,62.67,578.93,597.64,777.96,747.22,693.61,0,Moderate Activity,704.1075,79.07465981589806,320.79999999999995,-516.26
2,18.52,44.66,59.82,581.06,589.5,788.74,702.972,692.53,0,Low Activity,693.4355,81.60331006971062,320.44,-521.2399999999999
2,18.61,45.06,64.24,578.93,575.81,770.37,751.44,685.26,0,Low Activity,695.72,87.87331904508903,321.585,-514.6899999999999
2,18.46,45.97,60.78,581.49,553.6,773.81,761.2359999999999,674.29,0,Moderate Activity,690.7339999999999,101.56819198942152,321.135,-520.71
2,18.41,47.1,72.51,575.69,569.11,762.29,730.4,664.25,0,Moderate Activity,681.5125,85.337190163492,324.1,-503.18000000000006
2,18.86,46.79,73.69,573.99,563.83,771.65,726.01,658.69,1,Moderate Activity,680.045,90.30728929604739,323.84000000000003,-500.3
2,18.91,45.68,74.89,575.13,564.61,762.45,744.35,674.1,0,Low Activity,686.3774999999999,89.67700759763713,325.01,-500.24
2,18.43,46.65,74.25,575.74,548.09,764.96,754.8500000000001,668.24,0,Low Activity,684.0350000000001,100.4890456716552,324.995,-501.49
0,19.62,51.2,130.29,587.34,473.06,891.23,650.5,585.07,2,Low Activity,649.965,176.7444732752154,358.815,-457.05000000000007
0,21.57,53.98,145.78,559.6,333.52,671.45,608.84,533.87,2,Low Activity,536.92,146.80107833391418,352.69,-413.82000000000005
2,18.57,48.29,80.04,578.23,519.86,765.15,754.7239999999999,659.48,0,Low Activity,674.8035,113.71319804226769,329.135,-498.19
2,18.46,48.77,77.16,569.1,537.61,757.41,716.87,655.46,0,Moderate Activity,666.8375,95.80505044968487,323.13,-491.94000000000005
2,18.64,48.67,78.19,575.77,523.16,749.55,714.6279999999999,667.99,0,Low Activity,663.832,99.55519354944103,326.98,-497.58
2,18.67,49.51,72.81,576.09,516.49,835.57,712.2,657.67,0,Low Activity,680.4825000000001,132.25238835272506,324.45000000000005,-503.28000000000003
2,18.83,49.53,77.45,577.45,510.98,882.88,709.234,654.66,0,Low Activity,689.4385,153.69716547700762,327.45000000000005,-500.00000000000006
2,18.84,49.96,84.55,577.58,510.29,747.52,481.77,655.07,0,Moderate Activity,598.6625,124.91852901658211,331.065,-493.03000000000003
2,18.88,50.17,82.22,578.87,508.41,747.57,713.1,652.36,0,Low Activity,655.36,105.577608421483,330.545,-496.65
3,24.36,49.32,142.24,572.24,434.16,698.81,540.75,567.85,2,Low Activity,560.3925,108.83548819969826,357.24,-430.0
2,18.94,51.01,91.72,564.83,515.39,750.36,720.046,644.8,1,Moderate Activity,657.649,104.70822160015263,328.27500000000003,-473.11
2,19.16,55.83,99.96,556.22,521.59,734.16,702.58,636.75,1,Moderate Activity,648.77,93.99681022956753,328.09000000000003,-456.26000000000005
1,21.05,53.31,110.2,551.05,480.31,712.6,671.95,593.14,2,Low Activity,614.5,102.28606649979264,330.625,-440.84999999999997
2,19.0,51.23,94.04,566.12,495.08,750.44,706.9,648.24,1,Low Activity,650.165,111.54819391933997,330.08,-472.08
2,19.1,50.85,93.21,568.18,518.56,754.87,713.21,639.93,1,Low Activity,656.6424999999999,103.59312762759252,330.695,-474.96999999999997
2,20.93,54.59,125.22,549.47,437.79,691.8,619.37,555.1,2,Low Activity,576.015,107.74879751842552,337.345,-424.25
2,19.03,51.45,94.86,566.17,509.31,746.81,711.05,645.13,1,Low Activity,653.0749999999999,104.68818637585935,330.515,-471.30999999999995
0,17.28,48.91,113.98,587.14,492.7,742.66,730.358,641.82,2,Moderate Activity,651.8845,115.23784216856312,350.56,-473.15999999999997
3,24.49,52.89,120.46,549.29,469.03,709.23,646.87,572.77,2,Low Activity,599.475,103.31424732339681,334.875,-428.83
2,19.14,51.36,97.28,560.1,495.38,747.02,701.1600000000001,646.49,1,Low Activity,647.5125,109.43055617605167,328.69,-462.82000000000005
3,22.29,51.32,124.78,551.61,452.54,702.05,645.714,562.96,2,Low Activity,590.816,108.44814747457266,338.195,-426.83000000000004
2,19.5,50.63,100.18,569.38,499.81,743.44,711.16,647.23,1,Low Activity,650.41,108.06728737226636,334.78,-469.2
3,23.87,47.52,105.42,604.32,411.11,709.38,905.15,557.44,1,Low Activity,645.77,211.49603699990848,354.87,-498.90000000000003
2,19.63,50.52,103.06,563.97,503.49,738.27,704.822,644.9,1,Low Activity,647.8705,103.71450493703054,333.515,-460.91
2,19.35,51.33,104.82,578.93,511.24,741.83,704.68,644.29,1,High Activity,650.51,101.17402927629203,341.875,-474.10999999999996
2,19.37,51.3,110.23,578.93,492.45,750.69,703.59,647.92,1,Low Activity,648.6625,112.29356982926498,344.58,-468.69999999999993
2,19.14,51.85,110.47,561.86,493.33,747.91,694.07,649.33,1,Moderate Activity,646.16,109.56807381714803,336.165,-451.39
2,19.21,51.78,102.1,565.32,512.89,743.09,707.468,644.51,1,Moderate Activity,651.9894999999999,101.29458505270655,333.71000000000004,-463.22
0,19.79,55.12,123.1,548.37,462.73,684.4,612.88,543.13,3,Low Activity,575.7850000000001,94.9052848897257,335.735,-425.27
2,19.41,51.49,101.95,565.67,501.76,754.41,701.28,648.05,1,Low Activity,651.375,108.78483978324675,333.81,-463.71999999999997
2,19.0,52.17,103.0,578.93,517.55,746.73,559.05,649.51,1,Low Activity,618.21,101.86497860730485,340.965,-475.92999999999995
2,19.67,51.95,98.82,570.48,498.81,745.1,702.86,641.46,1,Moderate Activity,647.0575,107.60251557623239,334.65,-471.66
0,21.43,53.65,107.96,548.77,496.44,714.59,668.1740000000001,603.86,1,Low Activity,620.7660000000001,94.50437124281608,328.365,-440.81
2,20.22,50.51,104.38,560.52,445.8,745.83,728.848,638.55,1,Low Activity,639.7570000000001,137.60991038439056,332.45,-456.14
2,20.58,50.23,109.98,564.13,444.64,732.48,696.05,645.06,1,High Activity,629.5574999999999,128.38626987208042,337.055,-454.15
3,20.86,50.57,102.82,559.66,453.49,729.37,697.49,636.29,1,Low Activity,629.1600000000001,123.31777217146494,331.24,-456.84
3,21.17,50.08,101.95,563.89,456.11,737.01,700.23,638.39,1,Low Activity,632.935,124.70907518433985,332.92,-461.94
3,21.33,49.94,104.68,561.98,441.47,745.47,707.96,644.5,1,Low Activity,634.85,135.48776500727536,333.33000000000004,-457.3
3,21.67,49.54,100.9,557.12,441.81,733.04,898.88,635.48,1,Moderate Activity,677.3025,190.97041348072742,329.01,-456.22
3,23.82,45.38,140.01,578.93,415.35,691.52,649.63,561.23,3,Low Activity,579.4325,122.12793084166563,359.46999999999997,-438.91999999999996
1,17.64,53.04,114.31,591.16,471.88,760.43,709.58,653.11,1,Low Activity,648.75,125.79708237210167,352.735,-476.84999999999997
3,22.25,49.1,110.17,562.39,442.66,737.38,689.8859999999999,627.65,1,Low Activity,624.394,129.21930525531647,336.28,-452.21999999999997
3,22.19,49.7,98.77,558.52,450.8,732.4,701.79,621.99,1,Moderate Activity,626.745,126.1929529199894,328.645,-459.75
3,22.19,49.79,102.81,558.91,446.02,730.45,690.98,628.49,1,Low Activity,623.985,125.8503906761252,330.86,-456.09999999999997
3,22.14,49.89,106.61,555.01,451.63,736.24,872.51,626.94,1,Low Activity,671.83,177.880355482742,330.81,-448.4
3,22.26,49.65,100.17,578.93,445.51,733.89,837.12,615.61,1,Moderate Activity,658.0325,168.11917843700442,339.54999999999995,-478.75999999999993
3,22.35,49.47,102.35,566.29,466.01,733.83,694.28,624.15,1,Moderate Activity,629.5675,118.09428673027894,334.32,-463.93999999999994
3,22.4,49.45,102.05,557.43,450.73,742.13,680.13,632.69,1,Low Activity,626.4200000000001,125.40581751524394,329.73999999999995,-455.37999999999994
3,22.47,49.36,103.9,561.54,451.77,731.15,728.5999999999999,635.8,1,Moderate Activity,636.8299999999999,131.1058857056641,332.71999999999997,-457.64
3,22.65,49.14,109.98,564.14,443.56,736.72,699.53,626.29,1,Moderate Activity,626.525,130.31873042659677,337.06,-454.15999999999997
3,22.72,49.17,106.69,563.55,451.91,735.88,688.44,616.51,1,Low Activity,623.185,124.28201706870816,335.12,-456.85999999999996
3,22.79,49.04,102.92,566.06,453.74,728.52,690.26,629.53,1,Low Activity,625.5125,121.55206823278107,334.48999999999995,-463.13999999999993
0,19.48,54.63,107.11,605.48,494.96,738.59,702.0,620.29,1,Low Activity,638.96,107.98880713604848,356.295,-498.37
1,17.82,54.81,138.4,591.5,494.17,727.85,669.1400000000001,593.85,1,High Activity,621.2525,100.92422648535222,364.95,-453.1
3,23.43,49.48,42.32,555.93,444.32,725.28,681.86,621.85,1,Low Activity,618.3275,123.51279808856516,299.125,-513.6099999999999
3,23.15,49.05,116.7,559.93,451.1,726.06,727.9639999999999,612.46,1,Low Activity,629.396,130.55761337687917,338.315,-443.22999999999996
3,23.05,49.0,104.58,562.22,457.84,729.41,683.04,623.69,1,Moderate Activity,623.495,118.61030211017366,333.40000000000003,-457.64000000000004
3,23.04,48.99,112.38,560.07,462.11,726.11,695.83,627.39,1,Moderate Activity,627.86,117.96364807289858,336.225,-447.69000000000005
0,21.08,50.85,112.2,560.33,437.81,717.15,660.12,594.31,2,Low Activity,602.3475,120.62955148580578,336.26500000000004,-448.13000000000005
3,22.49,49.75,110.41,552.71,468.89,735.26,696.7679999999999,637.27,1,Moderate Activity,634.547,117.56447534296515,331.56,-442.30000000000007
1,16.83,49.85,69.76,617.03,578.02,783.83,739.4,696.68,1,Moderate Activity,699.4825,88.44753713360255,343.395,-547.27
2,19.22,53.88,80.45,581.72,453.71,729.45,689.97,625.1,1,High Activity,624.5575,121.75165197373437,331.08500000000004,-501.27000000000004
1,18.83,51.65,110.75,593.14,469.59,748.57,703.58,617.4,1,Low Activity,634.7850000000001,122.84326667207559,351.945,-482.39
3,23.63,52.8,146.98,559.2,430.07,659.6,592.06,508.05,3,Low Activity,547.445,99.83002036795679,353.09000000000003,-412.22
3,23.24,47.96,180.82,561.71,461.72,735.28,692.92,631.12,1,Low Activity,630.26,120.22471626084211,371.265,-380.89000000000004
3,23.41,47.47,106.39,578.93,464.36,737.61,694.17,626.35,1,Moderate Activity,630.6225,119.92509200191036,342.65999999999997,-472.53999999999996
3,23.28,47.75,105.94,558.45,461.15,733.42,690.904,631.89,1,High Activity,629.341,119.60650914840156,332.19500000000005,-452.51000000000005
0,18.58,53.75,137.72,591.78,479.65,743.36,690.76,624.0,1,Low Activity,634.4425,114.17011645639445,364.75,-454.05999999999995
2,24.74,43.93,97.74,606.84,469.9,741.5,698.432,635.32,1,Moderate Activity,636.288,119.18801009050087,352.29,-509.1
3,22.6,46.58,149.65,580.6,414.09,719.48,674.48,606.06,2,Low Activity,603.5274999999999,134.62567793082172,365.125,-430.95000000000005
3,23.07,48.2,105.99,561.39,465.81,730.02,695.38,626.66,1,Moderate Activity,629.4675,117.25601942615425,333.69,-455.4
3,23.24,47.95,107.84,561.64,477.04,735.49,678.27,626.54,1,Low Activity,629.335,110.85290148059573,334.74,-453.79999999999995
1,19.95,55.47,127.85,555.99,481.42,722.08,673.8,618.76,1,Low Activity,624.015,104.01320348878791,341.92,-428.14
1,18.28,49.44,67.94,578.93,565.87,792.17,751.0579999999999,697.98,1,Moderate Activity,701.7695,98.46258349071825,323.43499999999995,-510.98999999999995
3,23.05,47.66,102.64,564.1,472.83,732.9,687.41,625.87,1,Low Activity,629.7524999999999,113.43652979383083,333.37,-461.46000000000004
3,22.86,47.9,96.64,562.06,477.24,735.24,698.73,624.85,1,High Activity,634.015,114.15914286643887,329.34999999999997,-465.41999999999996
3,23.0,47.73,101.49,559.55,469.21,732.08,691.352,626.89,1,Moderate Activity,629.8829999999999,115.53850115581965,330.52,-458.05999999999995
3,23.05,47.78,101.68,558.22,459.08,728.58,691.55,633.41,1,Low Activity,628.155,119.32878571409333,329.95000000000005,-456.54
3,22.97,47.95,101.96,568.89,464.62,729.42,691.41,637.77,1,Low Activity,630.805,116.9955123070966,335.425,-466.93
3,22.98,47.92,109.71,563.25,459.45,734.54,694.89,624.97,1,Low Activity,628.4625000000001,121.43924609312538,336.48,-453.54
3,22.5,49.04,105.75,560.36,473.19,727.43,672.06,599.44,1,Moderate Activity,618.03,109.86630450992087,333.055,-454.61
3,22.21,49.8,103.64,564.42,460.97,713.51,640.47,584.92,1,Moderate Activity,599.9675,106.58186849397352,334.03,-460.78
0,21.64,55.15,118.26,549.69,461.04,698.34,665.436,598.33,1,Low Activity,605.7865,105.08942520063567,333.975,-431.43000000000006
1,17.51,42.78,67.67,623.88,584.92,800.07,763.724,727.94,0,Moderate Activity,719.1635,94.21578803824058,345.775,-556.21
3,22.25,49.07,102.86,562.37,442.53,711.4,653.72,582.15,2,Low Activity,597.4499999999999,116.02472696225865,332.615,-459.51
2,18.28,51.65,111.83,588.72,472.58,734.39,674.57,601.84,2,Low Activity,620.845,112.72761108087052,350.27500000000003,-476.89000000000004
3,22.82,47.03,103.12,558.21,449.21,705.88,632.164,602.63,2,Low Activity,597.471,107.95686628155401,330.665,-455.09000000000003
3,22.29,48.16,99.94,560.3,445.87,697.36,663.0,588.43,2,Low Activity,598.665,111.55082922148092,330.12,-460.35999999999996
1,17.84,51.2,111.64,591.04,421.84,741.02,682.32,601.77,1,Low Activity,611.7375,138.8719622230012,351.34,-479.4
0,21.7,49.73,105.2,557.87,433.89,700.86,655.4739999999999,577.91,2,High Activity,592.0335,117.01387950011173,331.535,-452.67
0,21.14,54.23,121.89,557.21,437.96,694.5,660.37,590.68,2,Low Activity,595.8774999999999,113.79899073219705,339.55,-435.32000000000005
2,23.19,52.12,121.5,541.38,473.54,714.94,664.24,605.47,2,Low Activity,614.5475,104.10493852358783,331.44,-419.88
0,21.4,50.28,97.93,559.11,426.45,707.91,657.76,587.16,2,Low Activity,594.8199999999999,122.6892065342343,328.52,-461.18
0,21.38,50.29,102.1,558.91,427.08,703.89,657.91,584.56,2,Low Activity,593.36,121.2573871289223,330.505,-456.80999999999995
0,21.19,50.77,108.2,556.35,427.69,710.14,666.606,586.36,2,Low Activity,597.699,124.39558691529214,332.27500000000003,-448.15000000000003
0,21.16,50.77,104.39,558.39,417.84,705.92,663.984,589.53,2,Low Activity,594.3185000000001,127.11643925551093,331.39,-454.0
0,21.37,57.22,139.45,558.4,439.09,693.53,646.8,577.51,2,Low Activity,589.2325,110.86353905440086,348.92499999999995,-418.95
3,22.75,46.29,107.75,600.58,454.31,740.18,688.02,621.9,3,Low Activity,626.1025,124.33526836072429,354.165,-492.83000000000004
0,21.16,50.33,107.32,557.73,435.0,710.58,652.02,584.13,2,Low Activity,595.4325,118.78190866036799,332.525,-450.41
0,21.09,50.51,102.31,564.48,433.29,705.43,658.97,587.16,2,Low Activity,596.2125,119.01352146570012,333.395,-462.17
0,21.04,50.55,109.78,567.25,424.73,714.22,647.6479999999999,604.22,2,Low Activity,597.7045,123.87203655789307,338.515,-457.47
0,20.96,50.71,108.96,558.78,452.36,714.73,656.13,588.37,2,Low Activity,602.8975,112.86096797239809,333.87,-449.82
0,20.82,50.99,103.93,552.81,428.09,723.64,661.4,598.38,2,Low Activity,602.8775,127.25219326859033,328.37,-448.87999999999994
2,19.0,53.09,105.71,581.02,431.04,718.44,682.64,579.39,2,Moderate Activity,602.8774999999999,128.83650734555016,343.365,-475.31
0,20.68,51.2,106.02,563.57,441.29,717.88,668.686,599.65,2,Low Activity,606.8765000000001,120.57266493281136,334.795,-457.55000000000007
0,20.71,51.12,108.02,554.75,439.44,725.44,669.47,598.83,2,Low Activity,608.2950000000001,123.9178880011545,331.385,-446.73
0,20.68,51.12,105.99,557.76,443.63,719.54,667.39,587.92,2,Low Activity,604.62,120.1989314983013,331.875,-451.77
0,20.6,51.11,110.78,563.31,447.45,722.01,669.56,618.14,2,Low Activity,614.29,119.03610012653023,337.04499999999996,-452.53
0,22.6,52.38,142.23,560.12,329.69,672.52,598.95,523.48,3,Low Activity,531.1600000000001,147.45313040646735,351.175,-417.89
3,21.64,45.39,91.81,593.9,500.41,738.9,708.21,641.44,0,Moderate Activity,647.24,106.0056372714835,342.855,-502.09
0,20.43,51.67,106.09,553.61,465.08,723.28,674.63,606.38,2,Moderate Activity,617.3425,112.26257446273002,329.85,-447.52
1,19.52,49.27,83.11,610.87,530.67,756.37,729.42,668.76,0,Low Activity,671.3050000000001,100.66129295811773,346.99,-527.76
0,20.49,55.71,127.44,561.78,369.68,675.23,639.77,556.32,3,Low Activity,560.25,136.47490685103983,344.61,-434.34
3,23.27,46.32,145.3,574.93,429.83,714.18,669.82,585.09,2,Low Activity,599.73,125.28866695222943,360.115,-429.62999999999994
0,20.21,52.15,111.33,560.46,467.16,722.2,698.934,604.35,1,Moderate Activity,623.1610000000001,115.81657447878518,335.89500000000004,-449.13000000000005
0,20.18,52.23,110.55,558.88,454.23,715.54,680.89,610.64,1,Moderate Activity,615.3249999999999,115.92434846341237,334.715,-448.33
0,20.22,52.12,112.83,557.41,451.1,726.32,677.63,621.18,1,Moderate Activity,619.0575,119.93082516600975,335.12,-444.58
0,20.12,52.42,110.86,557.99,477.84,724.61,669.43,603.01,1,Low Activity,618.7225000000001,106.26723338671555,334.425,-447.13
0,20.12,52.4,104.57,560.73,463.44,724.54,678.376,609.03,1,Moderate Activity,618.8465,113.96259799747165,332.65,-456.16
0,20.06,52.38,111.91,557.59,449.68,721.61,680.17,603.72,1,Moderate Activity,613.7950000000001,119.81228888000874,334.75,-445.68000000000006
0,20.13,52.03,111.48,559.76,481.89,718.74,635.626,607.22,1,Moderate Activity,610.869,98.14608046512437,335.62,-448.28
0,20.8,50.89,109.63,563.42,447.1,717.03,731.722,596.17,2,Low Activity,623.0055,132.06409171686298,336.525,-453.78999999999996
0,20.01,52.33,105.96,562.96,438.41,727.62,678.49,600.07,1,High Activity,611.1475,126.57252265664403,334.46000000000004,-457.00000000000006
0,19.97,52.4,107.1,578.93,473.98,720.82,684.914,610.04,1,Moderate Activity,622.4385,109.20280317983296,343.015,-471.8299999999999
0,19.97,52.41,104.35,555.37,445.62,718.35,678.786,600.8,1,Moderate Activity,610.8889999999999,120.5176327513945,329.86,-451.02
0,19.94,52.49,108.19,558.28,465.87,712.78,675.418,607.44,1,Moderate Activity,615.3770000000001,108.79277719285105,333.235,-450.09
0,19.92,52.57,108.51,556.81,471.71,721.37,677.46,590.78,1,Moderate Activity,615.3299999999999,110.05154156121579,332.65999999999997,-448.29999999999995
0,19.94,52.46,109.54,558.23,470.94,718.13,674.7360000000001,608.58,1,Low Activity,618.0965,107.95112064726332,333.885,-448.69
0,19.85,52.55,114.99,556.8,474.7,724.94,679.41,600.75,1,Low Activity,619.95,109.58192399600708,335.895,-441.80999999999995
0,19.63,52.83,106.65,560.25,481.36,720.31,679.5519999999999,607.37,1,High Activity,622.148,104.83423055471907,333.45,-453.6
0,19.69,52.63,107.67,552.06,467.59,724.73,679.77,594.03,1,Low Activity,616.53,113.13106145823379,329.86499999999995,-444.38999999999993
2,17.78,55.24,113.06,598.34,512.33,749.78,716.69,650.08,1,Low Activity,657.22,105.11600924692678,355.70000000000005,-485.28000000000003
0,19.71,52.48,109.71,557.71,466.36,560.32,685.832,613.46,1,Moderate Activity,581.493,92.3984480894205,333.71000000000004,-448.00000000000006
0,19.61,52.58,117.02,553.26,468.9,723.21,677.58,607.31,1,Low Activity,619.25,110.9921267478014,335.14,-436.24
0,19.58,52.69,109.69,562.37,483.72,722.85,706.71,613.69,1,Low Activity,631.7425000000001,109.78350798275669,336.03,-452.68
0,21.36,53.27,131.53,543.57,441.85,649.03,596.67,519.21,4,Low Activity,551.69,90.58707045342248,337.55,-412.0400000000001
0,19.57,52.67,110.17,555.26,459.77,725.56,678.56,625.83,1,Low Activity,622.43,115.83926996777329,332.715,-445.09
1,16.76,49.75,115.89,584.48,505.27,746.07,702.25,643.7,2,Moderate Activity,649.3225,104.79207074806124,350.185,-468.59000000000003
1,19.39,46.05,76.62,619.38,554.76,781.22,742.59,692.31,0,Moderate Activity,692.72,98.91477240533895,348.0,-542.76
1,19.9,57.19,125.33,553.0,454.09,716.11,657.11,590.22,2,Low Activity,604.3824999999999,112.62272635514854,339.165,-427.67
1,19.47,52.78,112.68,554.4,472.25,732.21,683.79,607.58,1,Moderate Activity,623.9575,113.40476162107716,333.53999999999996,-441.71999999999997
1,19.42,52.85,109.83,552.45,485.29,724.19,678.26,612.58,1,High Activity,625.08,103.84025969407692,331.14000000000004,-442.62000000000006
1,19.37,52.94,109.34,558.75,479.36,718.49,678.62,605.72,1,High Activity,620.5474999999999,105.0696808075479,334.045,-449.40999999999997
1,21.77,52.61,112.16,556.89,497.57,715.49,664.61,587.9,2,Low Activity,616.3925,95.00149275142998,334.525,-444.73
1,19.28,52.96,105.97,557.38,475.34,724.71,689.41,617.03,1,Low Activity,626.6225,110.36581396277867,331.675,-451.40999999999997
1,19.29,52.85,101.2,566.63,472.91,720.95,675.596,612.84,1,Low Activity,620.5740000000001,107.96177334593945,333.915,-465.43
1,19.24,52.88,106.13,558.3,479.0,720.91,677.51,612.12,1,Moderate Activity,622.385,105.53130609760623,332.215,-452.16999999999996
1,19.2,52.92,107.79,559.18,485.66,723.41,679.69,614.61,1,Low Activity,625.8425,103.5958053767944,333.48499999999996,-451.38999999999993
1,19.48,55.63,124.03,561.86,466.43,608.07,695.46,630.66,1,High Activity,600.155,96.5377661850532,342.945,-437.83000000000004
1,19.11,53.02,112.81,565.45,471.65,729.41,686.658,611.4,1,Moderate Activity,624.7795,113.14319110902491,339.13,-452.64000000000004
1,19.09,53.08,110.28,552.18,477.54,733.58,678.452,606.26,1,High Activity,623.9580000000001,110.66168992022486,331.22999999999996,-441.9
1,19.15,52.82,112.54,555.57,475.41,722.72,679.658,606.27,1,Moderate Activity,621.0145,108.32226536743651,334.055,-443.03000000000003
1,19.05,53.02,115.22,561.69,498.53,730.39,693.61,616.32,1,High Activity,634.7125000000001,102.4809850248653,338.45500000000004,-446.47
1,19.03,53.11,107.72,563.25,475.27,734.03,692.19,601.54,1,Moderate Activity,625.7574999999999,114.55593433631742,335.485,-455.53
1,18.94,53.35,110.9,564.45,477.36,724.6,678.34,610.8,1,Low Activity,622.7750000000001,107.61772267304923,337.675,-453.55000000000007
1,19.03,53.05,113.45,566.3,478.33,869.73,674.0,619.47,1,Moderate Activity,660.3824999999999,162.09951416234,339.875,-452.84999999999997
1,19.02,53.1,105.67,561.33,472.41,728.11,693.46,625.18,1,High Activity,629.79,113.29961429766651,333.5,-455.66
1,18.99,53.07,113.08,557.03,485.28,734.29,689.3639999999999,624.51,1,High Activity,633.3609999999999,108.51930982087933,335.055,-443.95
1,19.01,52.27,107.63,560.43,489.3,734.9,685.482,618.36,1,Moderate Activity,632.0105,106.45511336239325,334.03,-452.79999999999995
0,20.8,54.88,144.18,578.93,441.52,706.0,656.29,578.57,2,Low Activity,595.595,115.32866556064889,361.55499999999995,-434.74999999999994
1,18.81,53.13,104.29,559.2,481.67,715.04,665.684,592.76,1,Low Activity,613.7885,101.3944525553543,331.745,-454.91
1,19.67,58.29,130.73,550.24,477.05,702.57,655.53,581.21,1,Low Activity,604.09,98.33114121850379,340.485,-419.51
1,18.69,53.23,106.75,558.44,461.38,712.91,550.86,586.35,1,Low Activity,577.875,104.25477143357355,332.595,-451.69000000000005
1,18.71,53.19,104.99,563.04,466.24,700.32,703.0260000000001,589.53,2,Low Activity,614.779,112.2588410950336,334.015,-458.04999999999995
1,18.71,53.18,109.86,551.13,456.87,713.41,658.6,583.26,2,Low Activity,603.0350000000001,111.09360572658235,330.495,-441.27
1,18.69,53.13,105.68,578.93,485.87,715.13,658.71,586.18,2,Low Activity,611.4725,98.981407808066,342.30499999999995,-473.24999999999994
1,18.63,53.3,109.35,578.93,482.67,712.88,666.392,582.14,2,Low Activity,611.0205,101.2411228750452,344.14,-469.5799999999999
1,18.59,53.28,105.82,554.01,479.1,711.92,662.42,583.49,2,Low Activity,609.2325000000001,101.6050797204549,329.91499999999996,-448.19
2,21.92,47.39,126.31,581.42,487.83,722.77,622.23,594.32,2,Low Activity,606.7875,96.60354802835488,353.865,-455.10999999999996
1,18.61,53.22,103.79,564.52,486.33,714.48,657.4680000000001,588.4,2,Low Activity,611.6695,98.18173863300652,334.155,-460.72999999999996
3,23.38,53.44,107.61,550.76,461.38,716.75,676.88,600.72,1,Low Activity,613.9325000000001,112.51764524583096,329.185,-443.15
1,18.95,53.34,102.76,556.06,500.92,753.1,731.588,639.76,1,Low Activity,656.342,114.68076253670448,329.40999999999997,-453.29999999999995
1,18.43,53.56,97.4,562.37,474.51,719.01,697.3979999999999,584.46,2,Moderate Activity,618.8444999999999,112.86942527097405,329.885,-464.97
3,23.44,47.63,101.52,558.34,454.31,724.77,688.25,620.84,1,Moderate Activity,622.0425,119.82210407516635,329.93,-456.82000000000005
3,21.91,45.69,122.65,571.21,475.71,568.48,669.86,583.56,2,Low Activity,574.4025,79.52207172645006,346.93,-448.56000000000006
1,18.37,52.75,98.43,563.19,483.06,718.76,634.5719999999999,606.5,2,Low Activity,610.723,97.56441200219129,330.81000000000006,-464.76000000000005
1,18.47,50.13,83.47,592.9,533.47,827.81,727.33,652.23,2,Moderate Activity,685.21,124.12569221022157,338.185,-509.42999999999995
1,18.46,51.48,93.85,561.21,487.97,689.69,609.15,550.17,1,Moderate Activity,584.245,85.96295384253229,327.53000000000003,-467.36
3,22.89,47.13,116.91,585.74,439.55,724.89,681.4739999999999,609.18,2,Moderate Activity,613.7735,125.57224012097576,351.325,-468.83000000000004
1,18.51,52.01,98.24,566.31,466.58,673.29,645.538,510.15,1,Low Activity,573.8895,100.98187890738946,332.275,-468.06999999999994
2,18.88,55.94,90.77,553.78,536.52,740.62,707.576,643.03,0,High Activity,656.9365,89.92739913767477,322.275,-463.01
1,18.66,52.24,100.03,558.86,478.15,680.32,596.51,530.87,1,Low Activity,571.4625,87.23972007252969,329.445,-458.83000000000004
1,18.67,52.33,99.58,557.8,480.97,890.26,614.894,517.84,1,Low Activity,625.991,185.01259147420208,328.69,-458.21999999999997
1,18.63,52.57,99.41,560.97,484.39,682.14,598.36,540.06,1,Moderate Activity,576.2375,84.55672509229136,330.19,-461.56000000000006
1,18.63,52.57,102.9,562.85,482.58,687.46,598.472,532.85,1,Low Activity,575.3405,88.53587130461116,332.875,-459.95000000000005
2,18.77,52.59,110.72,560.95,474.41,687.89,601.748,544.78,1,Low Activity,577.207,90.31744148280552,335.83500000000004,-450.23
0,22.53,50.26,106.93,558.61,459.54,738.59,691.27,629.38,1,Moderate Activity,629.695,121.932255644955,332.77,-451.68
2,23.49,51.91,117.35,546.85,481.35,721.47,711.934,604.24,2,Low Activity,629.7485,112.30922839345541,332.1,-429.5
