Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
night,21.07,53.9,123.68,539.5,450.23,666.01,,517.87,extremely high,7058,maintenance_mode,very_bright,Low Activity
night,21.06,53.67,127.85,544.77,444.29,656.21,,513.94,extremely high,7058,ventilation_only,,Low_Activity
night,21.06,53.59,131.14,546.52,442.84,656.98,598.78,514.62,extremely high,7058,heating_active,bright,LowActivity
night,19.7,56.79,136.6,560.42,374.73,885.66,651.99,562.78,medium,6528,OFF,,Low Activity
night,21.06,53.61,127.61,550.52,456.68,669.71,901.31,518.84,high,7058,cooling_active,moderate,Low Activity
night,20.09,56.63,109.26,598.09,441.43,723.52,461.1,603.83,high,7241,off,bright,Low Activity
night,20.79,54.3,122.91,545.1,456.67,664.69,603.21,517.2,high,7058,cooling_active,very_bright,LowActivity
night,20.83,54.06,132.34,544.22,448.31,672.16,589.57,522.16,high,7058,off,bright,Low Activity
night,20.75,54.17,123.77,548.07,447.68,672.38,,525.04,high,7058,heating_active,very_bright,Low Activity
night,21.55,55.39,135.78,561.99,436.08,696.05,629.15,574.09,medium,1903,maintenance_mode,moderate,Low Activity
night,293.74,54.71,125.29,544.36,463.25,667.79,,535.56,high,7058,cooling_active,bright,Low Activity
night,19.64,57.44,116.13,592.87,461.15,727.19,,597.72,medium,7241,ECO_MODE,bright,Moderate Activity
night,20.9,53.59,122.82,541.92,461.12,672.41,615.9,537.46,high,7058,maintenance_mode,bright,Low Activity
night,20.68,54.27,126.64,546.56,448.55,670.78,611.0,511.01,high,7058,eco_mode,dim,Moderate Activity
night,20.55,54.49,132.45,543.4,443.45,672.09,612.85,530.41,high,7058,off,,Moderate Activity
afternoon,19.09,54.25,108.86,581.63,495.09,742.39,703.69,629.52,low,5172,ventilation_only,very_bright,Moderate Activity
night,20.43,54.97,129.45,542.84,454.92,666.0,603.68,536.31,high,7058,eco_mode,moderate,Low Activity
night,20.46,54.87,135.08,546.25,456.74,674.37,603.12,542.4,,7058,OFF,moderate,Low Activity
night,18.63,51.21,118.76,589.7,484.93,751.86,709.29,646.66,low,5820,heating_active,,Low Activity
evening,24.05,51.63,129.12,,403.11,698.14,636.27,556.14,medium,4761,cooling_active,very_bright,Low Activity
morning,291.34,52.75,68.09,570.85,595.71,767.77,,677.39,extremely low,3592,ventilation_only,very_bright,High Activity
afternoon,22.2,49.43,130.79,575.99,472.98,724.74,,607.56,medium,9184,maintenance_mode,very_bright,Low Activity
night,20.46,54.39,130.55,546.78,458.92,680.25,615.58,541.38,,7058,MAINTENANCE_MODE,very_bright,Low Activity
night,20.36,54.65,133.75,539.71,462.47,675.58,607.41,535.9,high,7058,cooling_active,,Low Activity
night,20.4,146.47,125.72,546.41,439.61,680.52,610.87,538.61,high,7058,off,bright,Low Activity
night,21.64,54.07,146.99,563.53,340.56,668.46,615.86,521.14,medium,3074,VENTILATION_ONLY,moderate,Low Activity
night,293.46,54.52,130.2,537.22,454.96,674.74,612.71,541.71,high,7058,maintenance_mode,very_bright,Low Activity
night,20.21,54.76,126.95,543.23,454.47,677.38,,542.72,high,7058,ventilation_only,bright,Low Activity
night,20.06,55.81,110.99,601.43,434.13,634.01,648.61,565.97,low,3856,eco_mode,,Low Activity
night,293.41,54.55,131.04,542.08,467.07,681.91,,556.55,,7058,heating_active,,Low_Activity
evening,293.66,49.54,114.96,576.85,431.3,714.46,663.15,598.62,,6431,OFF,,Low Activity
afternoon,19.94,56.57,135.23,539.24,501.53,896.56,673.06,598.55,medium,1458,ventilation_only,dim,Moderate Activity
night,20.23,54.46,127.1,541.53,469.96,677.97,,539.83,high,7058,COOLING_ACTIVE,very_bright,Low Activity
night,20.3,54.16,126.4,545.58,463.43,677.14,631.92,554.64,high,7058,maintenance_mode,moderate,Low Activity
afternoon,18.53,53.21,94.96,581.53,444.65,706.77,646.39,571.94,medium,7395,cooling_active,,Low Activity
night,20.29,54.09,124.46,549.88,455.47,682.05,627.67,547.58,high,7058,HEATING_ACTIVE,,Low Activity
night,20.18,54.27,124.52,544.46,466.02,684.71,629.41,565.11,high,7058,Ventilation_Only,very_bright,Low Activity
night,20.31,53.86,128.0,544.44,472.84,687.38,628.78,563.09,high,7058,heating_active,bright,Low Activity
night,20.11,54.41,122.31,550.69,480.91,679.28,,555.41,high,7058,maintenance_mode,moderate,Low Activity
night,20.03,54.63,131.84,549.28,460.22,683.75,627.9,547.5,high,7058,OFF,bright,Low Activity
afternoon,22.92,51.51,101.51,567.99,427.59,646.25,564.37,489.77,high,1903,ventilation_only,bright,Low Activity
night,21.23,53.65,118.34,569.91,385.55,687.81,646.05,562.99,high,6528,cooling_active,dim,Low Activity
night,293.04,54.87,126.3,549.71,453.73,686.86,,565.09,high,7058,eco_mode,bright,Low Activity
night,19.91,54.89,124.32,,479.14,688.45,620.17,553.26,high,7058,Eco_mode,very_bright,LowActivity
night,19.86,54.95,131.46,547.02,467.6,687.83,630.49,562.26,high,7058,Maintenance_mode,,Low Activity
night,21.69,53.23,113.57,572.74,398.2,689.81,642.2,567.73,high,6528,ventilation_only,moderate,Low Activity
night,291.34,52.62,120.66,586.39,483.93,737.59,,613.52,low,1374,off,,LowActivity
evening,22.72,52.15,114.45,559.32,432.23,678.62,,574.91,medium,9385,eco_mode,moderate,Low Activity
evening,25.33,49.38,115.47,543.32,463.57,674.54,,524.5,medium,6817,COOLING_ACTIVE,very_bright,Low Activity
night,19.79,55.02,127.56,543.16,459.32,695.71,,563.77,high,7058,maintenance_mode,very_dim,Low Activity
night,19.79,55.1,125.02,543.32,470.04,694.06,642.7,565.05,high,7058,maintenance_mode,bright,Low Activity
afternoon,294.67,42.36,80.12,617.95,542.63,762.41,733.19,674.18,extremely low,5693,ventilation_only,dim,Moderate Activity
morning,19.71,46.01,91.07,608.94,392.15,746.29,,626.52,,2105,off,very_bright,Low Activity
night,19.83,54.79,122.49,556.8,463.69,684.77,474.74,570.15,medium,7058,heating_active,bright,Low Activity
night,19.82,54.72,126.81,543.76,471.43,692.2,556.74,561.88,medium,7058,maintenance_mode,,Low Activity
night,19.78,54.86,129.57,548.17,461.76,696.08,633.66,568.4,medium,7058,cooling_active,bright,Low Activity
night,19.98,54.2,126.91,546.22,472.94,697.03,650.36,561.23,medium,7058,Ventilation_only,very_bright,LowActivity
night,19.76,54.77,126.96,543.98,468.74,697.09,,564.59,medium,7058,ventilation_only,bright,Low Activity
afternoon,19.51,53.53,87.13,619.81,384.96,752.21,701.35,616.48,low,7241,heating_active,moderate,High Activity
night,19.68,54.86,127.32,553.61,478.47,696.39,655.21,570.24,medium,7058,cooling_active,very_bright,Low Activity
morning,292.75,53.5,93.78,553.46,513.59,724.95,,600.05,medium,1458,cooling_active,,High Activity
evening,25.28,49.64,119.28,542.31,456.43,662.72,575.06,509.85,medium,6817,cooling_active,,Low Activity
morning,19.6,55.02,123.18,553.48,471.38,702.53,637.17,568.77,medium,7058,eco_mode,moderate,Low Activity
afternoon,16.61,45.29,55.57,579.46,610.48,791.86,,721.74,extremely low,9241,cooling_active,bright,Moderate Activity
night,17.6,50.14,116.68,584.78,496.5,743.15,694.21,630.01,low,2679,cooling_active,very_bright,High Activity
night,21.62,54.01,141.03,566.25,360.8,684.25,554.33,538.39,,8649,off,very_bright,Low Activity
morning,18.71,53.47,106.24,,522.37,761.15,,651.24,low,9658,cooling_active,bright,Moderate Activity
evening,24.09,43.65,117.15,594.48,461.51,882.8,,640.99,low,2105,off,very_bright,Low Activity
morning,19.61,54.7,116.52,551.07,473.7,696.57,644.77,579.95,medium,7058,eco_mode,bright,Low Activity
morning,19.76,54.15,118.05,550.87,480.92,705.22,649.17,578.14,medium,7058,ventilation_only,very_dim,High Activity
afternoon,18.78,53.8,72.2,570.7,558.39,754.59,728.77,650.59,extremely low,3592,off,very_bright,Moderate Activity
morning,19.67,54.31,111.46,549.17,477.72,700.18,500.71,580.0,medium,7058,maintenance_mode,dim,Low Activity
morning,19.65,54.42,118.36,549.54,477.39,713.97,,571.0,medium,7058,cooling_active,very_bright,Low Activity
afternoon,18.97,49.85,122.83,576.43,471.78,725.26,677.14,602.91,medium,9184,off,,High Activity
morning,19.46,54.98,120.56,547.56,486.65,708.53,653.73,578.13,medium,7058,off,,Low_Activity
morning,19.24,55.56,114.51,547.95,486.98,700.32,,589.34,medium,7058,ventilation_only,very_bright,Low Activity
morning,19.29,55.4,116.52,552.19,480.18,715.26,,575.66,medium,7058,heating_active,very_bright,Low Activity
morning,19.34,102.23,116.66,550.62,488.69,701.92,664.08,584.03,medium,7058,eco_mode,bright,High Activity
morning,19.4,55.08,118.67,551.37,486.12,708.02,655.11,586.39,medium,7058,maintenance_mode,,Low Activity
morning,19.36,55.19,114.21,548.13,473.4,705.23,659.02,576.46,medium,7058,eco_mode,moderate,Moderate Activity
morning,19.4,55.03,117.7,555.51,480.69,708.52,651.9,584.28,medium,7058,off,very_bright,Low Activity
night,19.93,50.4,120.61,600.89,486.3,734.8,,619.03,medium,8374,off,,Low Activity
morning,19.46,54.72,115.45,551.72,481.44,707.87,662.3,585.82,medium,7058,maintenance_mode,moderate,Low Activity
morning,19.59,54.26,230.18,552.37,480.9,707.08,653.15,591.87,medium,7058,off,bright,Low Activity
evening,24.15,46.51,110.24,574.27,448.84,723.79,687.59,614.4,,7395,cooling_active,bright,High Activity
morning,19.7,57.73,128.2,564.46,420.11,706.2,656.48,592.38,medium,9385,heating_active,very_bright,Low Activity
morning,19.46,54.62,110.93,555.21,486.75,711.86,649.75,594.51,medium,7058,maintenance_mode,moderate,Low Activity
morning,19.6,54.15,111.01,555.75,485.25,713.21,,589.98,medium,7058,heating_active,dim,Low Activity
morning,19.58,54.15,114.61,548.8,479.18,715.48,656.92,591.72,medium,7058,eco_mode,,Moderate Activity
morning,292.44,54.91,109.61,549.87,479.1,713.54,666.48,593.2,medium,7058,ventilation_only,,Low Activity
morning,19.46,54.5,112.39,559.24,475.32,712.1,,585.02,medium,7058,off,bright,Low Activity
evening,24.63,47.33,103.22,598.75,480.61,720.48,684.48,599.77,low,3856,off,,Moderate Activity
morning,19.14,55.61,116.22,552.02,491.27,703.62,499.59,584.63,,7058,cooling_active,very_bright,Low Activity
morning,19.12,55.67,112.3,557.41,492.08,710.07,,586.65,,7058,cooling_active,,Low Activity
morning,19.11,55.69,114.95,550.84,478.87,714.23,661.61,592.08,medium,7058,Heating_active,,Low Activity
morning,19.13,55.41,110.42,554.63,476.83,707.71,669.48,593.84,medium,7058,ventilation_only,bright,Low Activity
morning,19.1,54.98,103.96,561.22,505.69,713.13,666.17,591.09,medium,7058,eco_mode,moderate,Low Activity
morning,19.13,55.15,113.43,,502.92,720.47,,586.55,medium,7058,cooling_active,dim,Low Activity
morning,19.09,55.45,107.53,550.1,497.19,721.01,660.74,588.14,medium,7058,heating_active,,Low Activity
morning,292.27,55.76,110.31,549.54,481.99,709.42,668.46,594.15,medium,7058,off,dim,Low Activity
afternoon,18.06,47.44,64.79,621.27,583.15,591.74,748.78,702.6,extremely low,1482,cooling_active,very_bright,Moderate Activity
night,20.04,56.96,116.21,592.89,451.58,730.72,676.61,598.51,high,7241,cooling_active,,Low Activity
afternoon,22.77,44.45,118.64,589.4,459.64,738.79,686.44,623.53,low,1374,cooling_active,,Moderate Activity
morning,18.97,-21.82,103.17,554.14,493.95,896.51,671.19,587.91,medium,7058,heating_active,moderate,Low Activity
morning,18.89,56.19,119.43,560.01,487.54,713.91,662.9,596.45,medium,7058,eco_mode,moderate,Low Activity
morning,18.92,56.14,109.81,554.15,489.64,714.76,669.56,599.84,medium,7058,heating_active,very_bright,Low Activity
morning,18.86,56.24,107.41,555.52,501.59,611.93,669.14,599.34,medium,7058,eco_mode,moderate,Low Activity
morning,18.85,56.41,108.68,555.21,495.63,718.77,663.33,587.71,medium,7058,eco_mode,bright,Low Activity
morning,18.94,56.19,106.63,,481.08,711.83,659.82,583.02,,7058,maintenance_mode,,Low Activity
morning,19.16,55.82,110.34,551.04,505.04,710.58,659.82,593.53,,7058,ventilation_only,dim,Low Activity
morning,17.82,40.75,57.1,633.93,588.09,796.93,768.98,719.87,extremely low,3856,off,bright,Moderate Activity
morning,19.15,56.2,108.56,558.91,502.17,713.41,659.67,593.75,medium,7058,ventilation_only,,Low Activity
afternoon,22.01,45.37,88.46,593.36,503.19,744.33,719.99,653.48,extremely low,1826,maintenance_mode,very_bright,Moderate Activity
morning,20.62,53.17,111.91,556.9,480.91,705.61,,592.37,medium,7058,maintenance_mode,very_bright,Low Activity
morning,291.02,54.82,118.95,,514.42,736.75,693.34,623.35,low,9658,cooling_active,very_bright,Low Activity
morning,20.51,54.08,109.44,557.12,483.34,710.62,656.46,593.37,medium,7058,eco_mode,bright,Low Activity
morning,20.74,53.83,109.25,551.1,473.73,708.84,,593.0,medium,7058,heating_active,very_bright,Low Activity
afternoon,16.26,45.63,63.78,615.5,598.92,790.92,,702.04,extremely low,5820,cooling_active,,ModerateActivity
morning,21.22,53.09,113.09,551.81,498.08,711.02,665.82,590.92,,7058,heating_active,,High Activity
afternoon,23.14,52.57,104.56,553.34,410.46,704.93,,582.36,medium,5214,Off,very_bright,Low Activity
morning,294.76,52.55,107.98,550.39,510.09,706.68,659.39,601.59,medium,7058,heating_active,,Low Activity
night,21.21,55.87,136.23,550.45,448.45,710.93,640.8,558.19,medium,1903,ventilation_only,very_bright,Low Activity
morning,21.84,52.19,111.98,557.06,479.14,702.1,,597.9,medium,7058,ventilation_only,bright,Low Activity
morning,21.93,52.14,110.9,550.75,489.85,716.97,659.66,602.48,,7058,ventilation_only,very_dim,Low Activity
night,17.39,50.6,119.08,588.06,491.22,742.1,,632.27,low,2679,ventilation_only,,Low Activity
morning,21.79,52.64,111.83,551.43,488.95,706.6,663.27,593.47,medium,7058,eco_mode,very_bright,Low Activity
afternoon,18.38,52.77,113.09,594.67,433.7,727.04,683.88,598.26,low,2105,heating_active,very_dim,High Activity
evening,23.51,47.31,124.6,,492.96,730.9,678.96,625.98,low,2586,MAINTENANCE_MODE,,High Activity
morning,22.06,52.2,107.04,558.07,501.51,711.29,661.19,590.35,medium,7058,off,very_bright,Low Activity
morning,22.12,52.23,109.04,558.49,497.69,712.19,,607.83,medium,7058,ventilation_only,very_bright,Low Activity
morning,19.4,48.38,80.93,613.68,531.92,767.84,,655.79,extremely low,3856,eco_mode,,Low Activity
morning,22.27,51.98,108.14,555.17,486.81,706.69,663.94,597.23,medium,7058,cooling_active,,Low Activity
morning,22.38,51.88,100.45,555.76,485.94,715.7,670.51,588.7,medium,7058,ventilation_only,dim,Low Activity
evening,23.43,50.33,105.05,554.63,447.1,733.08,679.94,613.25,,4703,heating_active,bright,Low Activity
night,19.05,51.75,115.67,603.63,490.14,744.87,,635.45,low,8374,off,bright,High Activity
afternoon,296.14,50.8,113.21,557.25,463.06,640.08,659.6,594.15,,7058,cooling_active,,Low Activity
afternoon,23.16,50.74,110.98,547.72,467.93,708.36,660.68,605.99,medium,7058,eco_mode,,Low Activity
afternoon,22.93,51.5,120.26,554.11,468.47,706.89,667.15,589.77,medium,7058,off,dim,Low Activity
afternoon,23.07,50.89,116.13,552.86,468.85,708.12,665.1,586.29,medium,7058,off,,Low Activity
afternoon,22.96,51.19,106.12,562.96,475.49,713.34,669.02,596.01,medium,7058,cooling_active,moderate,Low Activity
morning,292.04,51.53,84.73,,516.56,759.25,,662.86,low,3074,MAINTENANCE_MODE,dim,Low Activity
afternoon,22.75,51.63,23.88,550.16,483.72,609.64,664.42,600.18,medium,7058,cooling_active,,Low Activity
night,19.21,49.63,124.92,587.63,475.05,742.57,691.05,620.84,low,6431,ventilation_only,very_dim,Moderate Activity
afternoon,22.68,51.74,107.53,,482.25,706.57,662.81,591.11,low,7058,off,,Low Activity
afternoon,22.63,-35.49,108.04,,493.23,709.74,668.0,591.11,low,7058,ventilation_only,,Low Activity
night,23.13,52.48,132.27,560.22,422.58,675.46,614.16,548.59,medium,1903,ventilation_only,very_bright,Low Activity
afternoon,22.67,52.21,121.59,550.66,481.09,715.08,,611.24,,7058,ventilation_only,very_bright,Low Activity
morning,290.66,152.54,63.5,631.03,627.07,796.81,779.62,725.49,extremely low,5693,eco_mode,bright,Moderate Activity
afternoon,22.85,51.66,112.54,550.65,487.22,712.29,,590.1,low,7058,off,bright,Low Activity
evening,23.07,50.08,125.35,548.05,455.42,872.58,651.0,587.61,medium,7058,Heating_active,bright,Low Activity
afternoon,23.28,50.83,105.6,549.3,476.23,709.67,,596.61,,7058,ventilation_only,very_dim,Low Activity
evening,24.41,49.89,124.44,576.37,421.54,713.13,663.97,598.51,,1826,off,very_bright,Low Activity
afternoon,23.12,51.81,123.25,547.45,467.03,709.91,,590.74,,7058,maintenance_mode,,High Activity
afternoon,23.13,52.37,138.21,540.63,483.92,711.12,678.88,589.19,medium,7058,off,,Low Activity
evening,23.76,49.36,112.28,576.12,454.34,719.14,,604.56,low,6528,cooling_active,,High Activity
evening,24.03,50.37,149.82,,443.66,699.97,640.4,574.09,low,9385,heating_active,dim,Low Activity
afternoon,23.19,51.65,117.92,553.85,479.18,703.06,671.79,601.74,medium,7058,eco_mode,moderate,Low Activity
afternoon,296.4,51.61,114.84,552.03,488.94,707.77,670.11,600.17,medium,7058,eco_mode,,Low Activity
afternoon,23.01,52.32,112.8,551.0,484.81,713.88,669.71,597.57,medium,7058,heating_active,very_bright,High Activity
afternoon,23.18,51.93,113.86,557.08,481.53,708.58,672.93,600.85,medium,7058,eco_mode,,Low Activity
night,20.35,51.79,107.98,559.31,449.56,712.87,672.52,619.89,low,2847,maintenance_mode,moderate,Moderate Activity
afternoon,23.19,51.68,107.62,555.44,492.9,713.2,671.06,605.25,low,7058,COOLING_ACTIVE,bright,Low Activity
morning,19.02,57.36,147.28,556.21,430.05,728.8,683.88,605.47,low,8649,ventilation_only,bright,Low Activity
afternoon,23.34,51.42,110.32,555.63,484.15,715.97,675.9,604.53,low,7058,off,very_bright,Low Activity
night,22.17,52.7,124.5,553.46,430.08,690.58,,560.02,,9385,maintenance_mode,bright,Low Activity
afternoon,295.98,52.65,104.05,550.08,481.75,715.45,676.17,601.01,low,7058,eco_mode,,Low Activity
evening,296.05,51.08,103.5,557.25,451.42,733.31,681.82,622.01,low,9241,maintenance_mode,bright,Moderate Activity
morning,16.99,50.93,117.07,583.17,488.31,745.04,,629.09,,2679,maintenance_mode,dim,Moderate Activity
evening,25.05,48.01,122.71,567.58,432.19,719.65,666.46,599.64,medium,1826,ventilation_only,,Low Activity
night,291.28,54.29,121.05,584.36,498.8,899.59,685.94,613.12,low,9658,off,very_bright,High Activity
morning,16.97,43.31,99.89,586.59,558.34,767.57,736.76,680.68,low,8052,off,moderate,Low Activity
afternoon,23.52,51.07,111.52,559.3,488.14,718.32,813.07,597.52,low,5214,heating_active,very_bright,Low Activity
afternoon,23.44,51.66,114.27,551.41,457.5,697.71,483.69,580.78,,6817,heating_active,very_bright,Low Activity
afternoon,23.76,50.71,103.26,555.44,485.86,716.49,665.15,603.29,low,5214,cooling_active,very_bright,Low_Activity
afternoon,23.57,51.01,114.64,551.4,494.03,719.87,670.69,610.31,low,5214,maintenance_mode,very_bright,Low_Activity
afternoon,23.59,51.01,108.94,550.23,474.56,713.75,671.59,615.98,low,5214,eco_mode,,Low Activity
afternoon,23.23,52.1,117.58,555.59,474.59,713.8,660.61,611.15,low,5214,cooling_active,dim,Low Activity
afternoon,23.34,-39.97,113.5,551.71,479.86,716.06,,609.76,low,5214,cooling_active,very_bright,Low Activity
afternoon,23.13,52.27,113.64,548.61,491.66,710.49,673.27,597.78,low,5214,off,,Low_Activity
afternoon,296.54,51.67,104.25,,481.18,713.25,,613.14,low,5214,Eco_Mode,bright,Low Activity
afternoon,23.5,51.39,102.12,555.83,497.34,711.9,664.51,603.63,low,5214,eco_mode,very_bright,Low Activity
afternoon,24.05,50.22,104.26,552.66,473.19,710.17,678.61,602.23,,5214,cooling_active,very_bright,Low Activity
afternoon,23.92,50.48,4.12,548.3,479.97,723.91,661.24,603.27,low,5214,COOLING_ACTIVE,,Low Activity
afternoon,23.65,50.94,107.26,558.22,467.2,729.8,,616.11,low,5214,cooling_active,,Low Activity
afternoon,23.56,50.99,102.53,556.45,475.52,717.5,684.82,605.68,low,5214,off,bright,Low Activity
afternoon,23.7,50.69,107.86,550.92,480.37,714.58,674.12,603.78,low,5214,eco_mode,moderate,Low Activity
afternoon,22.08,45.82,149.99,582.39,361.86,726.67,672.28,609.65,low,5820,cooling_active,very_bright,Low Activity
afternoon,23.91,50.34,116.77,552.03,428.21,705.51,652.06,592.73,,5214,heating_active,very_bright,Low Activity
afternoon,21.89,51.34,115.2,571.39,499.87,707.55,,575.36,medium,4761,ventilation_only,very_bright,Low Activity
night,19.41,55.63,112.36,599.23,475.98,730.13,692.2,615.4,,5693,heating_active,very_dim,High Activity
afternoon,23.57,51.37,113.65,556.61,378.1,703.91,660.92,587.09,medium,5214,heating_active,very_bright,Low Activity
afternoon,24.05,50.56,108.71,551.11,400.72,702.64,659.03,588.44,medium,5214,ventilation_only,moderate,High Activity
evening,23.2,48.06,100.48,564.46,459.47,733.74,694.41,623.81,low,2847,ventilation_only,very_bright,Moderate Activity
night,21.37,52.57,128.45,574.06,361.86,690.94,,544.41,high,7395,Off,very_bright,Low Activity
afternoon,23.36,52.32,110.16,554.73,413.19,697.36,646.9,587.22,medium,5214,Cooling_active,very_dim,Low Activity
night,20.32,55.46,144.84,573.35,432.25,705.68,670.11,583.78,,4507,eco_mode,very_bright,LowActivity
afternoon,22.86,53.14,104.56,555.26,413.24,700.23,659.32,601.25,medium,5214,Cooling_active,,Low Activity
night,19.6,57.08,131.08,563.5,379.56,684.33,649.75,562.05,,6528,ventilation_only,very_bright,Low Activity
afternoon,23.41,51.98,109.13,561.81,410.58,702.6,665.51,592.29,medium,5214,Maintenance_Mode,moderate,Low Activity
afternoon,23.39,52.19,107.95,554.57,406.12,701.71,667.18,590.94,medium,5214,cooling_active,bright,Low Activity
afternoon,23.33,52.32,109.68,550.15,417.62,702.07,,589.8,medium,5214,VENTILATION_ONLY,bright,Low Activity
afternoon,23.03,52.97,111.78,,421.39,706.62,653.97,605.42,medium,5214,off,moderate,Low Activity
afternoon,22.59,54.14,105.75,551.11,427.46,702.49,666.73,602.53,medium,5214,cooling_active,very_bright,Low Activity
afternoon,292.27,54.66,124.06,567.84,436.95,728.86,688.44,622.18,low,3074,ventilation_only,very_bright,Low Activity
afternoon,22.75,53.66,104.51,547.58,430.4,698.47,657.56,584.38,medium,5214,off,,Low Activity
evening,22.88,45.27,116.29,597.18,448.09,741.32,694.96,619.36,,2105,cooling_active,very_bright,Moderate Activity
evening,24.17,47.73,121.63,574.45,384.35,678.96,635.67,556.48,medium,7395,cooling_active,,Low Activity
evening,22.71,53.85,105.12,553.17,425.36,701.2,,585.53,,5214,maintenance_mode,bright,Low Activity
evening,294.9,43.48,98.7,590.42,520.51,733.23,,613.4,low,8052,ventilation_only,bright,High Activity
evening,23.23,52.82,112.97,551.47,424.62,705.7,656.33,590.94,,5214,ventilation_only,very_dim,Low Activity
evening,23.78,51.7,106.96,552.76,430.81,698.37,661.12,599.89,medium,5214,ventilation_only,bright,Low Activity
evening,23.78,51.58,108.16,547.71,429.23,700.24,,587.53,medium,5214,off,bright,Low Activity
evening,22.2,48.48,114.73,592.17,505.23,740.27,689.05,622.38,low,4129,off,,Moderate Activity
night,21.38,56.92,137.55,559.76,426.76,699.78,637.52,572.93,medium,4761,cooling_active,dim,Low Activity
evening,22.3,54.94,104.54,,434.9,591.04,654.7,593.61,,5214,ventilation_only,,Low Activity
evening,22.2,55.09,108.21,548.85,427.98,710.14,662.08,579.71,medium,5214,VENTILATION_ONLY,very_bright,Low Activity
evening,22.13,55.2,106.21,553.41,441.44,710.57,657.76,594.06,medium,5214,maintenance_mode,,Low Activity
evening,22.13,55.23,115.42,552.08,436.85,705.74,654.98,592.07,medium,5214,Eco_Mode,very_bright,Low Activity
afternoon,18.68,53.61,93.59,580.64,429.02,717.72,670.87,596.8,medium,7395,heating_active,dim,High Activity
evening,296.16,53.08,107.72,557.35,444.91,570.55,,569.76,,5214,heating_active,very_bright,Low Activity
night,21.69,51.83,99.69,547.48,471.19,723.43,662.4,584.09,,4703,cooling_active,,Low Activity
evening,23.68,51.58,110.84,555.43,451.89,700.2,662.25,574.94,medium,5214,cooling_active,bright,Low Activity
evening,23.5,51.99,107.08,550.71,437.19,695.7,650.98,592.22,medium,5214,eco_mode,,Low Activity
evening,23.45,52.17,105.93,553.13,443.22,698.69,657.86,577.34,medium,5214,cooling_active,moderate,Low Activity
afternoon,19.05,56.56,98.07,575.38,415.17,700.56,667.94,580.21,,1903,ventilation_only,,Moderate Activity
afternoon,19.26,45.61,77.21,601.24,548.97,754.25,,665.99,extremely low,6431,ventilation_only,very_bright,Moderate Activity
evening,22.48,54.62,106.08,552.46,455.4,695.1,654.98,593.33,medium,5214,off,moderate,High Activity
evening,23.05,193.49,160.94,573.84,426.02,713.59,,577.55,medium,7963,eco_mode,,Low Activity
night,20.04,56.96,116.21,592.89,451.58,730.72,676.61,598.51,high,7241,cooling_active,very_bright,Low Activity
morning,18.6,48.39,84.58,620.5,537.84,787.26,739.32,690.89,medium,3856,heating_active,bright,Moderate Activity
afternoon,20.63,44.63,74.6,565.88,517.99,762.66,715.96,668.86,,2586,maintenance_mode,moderate,Moderate Activity
evening,295.96,54.02,103.45,554.29,441.49,695.63,667.97,581.59,low,5214,ventilation_only,,Low Activity
evening,23.42,52.75,105.78,544.55,451.1,698.28,658.98,583.61,medium,5214,MAINTENANCE_MODE,very_bright,Low Activity
evening,24.02,52.12,114.01,555.85,419.55,690.12,640.75,582.81,,5214,ventilation_only,,Low Activity
evening,23.93,53.0,123.48,546.64,415.54,879.33,629.56,552.4,medium,5214,maintenance_mode,bright,Low Activity
evening,24.17,52.36,124.55,546.93,417.89,677.94,641.88,557.82,medium,5214,off,moderate,Low Activity
evening,24.12,51.78,120.13,,423.78,683.49,,566.24,medium,5214,eco_mode,very_bright,Low Activity
evening,23.7,52.46,111.36,546.09,439.62,687.15,649.9,574.44,medium,5214,ventilation_only,bright,Low Activity
morning,18.78,52.12,101.92,580.49,525.79,738.14,,620.61,,1826,cooling_active,,Low Activity
evening,297.17,52.63,125.73,550.29,438.86,681.76,,556.25,,5214,ventilation_only,very_bright,Low Activity
evening,23.68,53.57,125.32,549.38,437.91,689.36,637.96,547.22,medium,5214,eco_mode,,Low Activity
evening,23.82,147.22,118.93,551.26,446.86,690.7,900.05,571.48,medium,5214,heating_active,moderate,Low Activity
evening,24.53,51.52,116.98,550.67,479.19,708.73,,592.59,medium,3592,eco_mode,very_bright,Low_Activity
evening,24.13,51.94,112.49,553.06,447.39,695.1,648.67,577.59,medium,5214,off,very_dim,Low Activity
evening,297.12,52.25,118.34,,454.76,696.42,883.68,578.09,medium,5214,ventilation_only,bright,Moderate Activity
evening,23.79,52.61,118.25,,449.0,688.46,674.0,578.86,medium,5214,eco_mode,very_bright,Low Activity
evening,23.78,52.67,118.34,551.56,445.54,695.27,653.25,575.49,medium,5214,heating_active,,Low Activity
night,18.86,46.64,110.67,585.95,465.98,724.14,668.39,609.86,high,8052,Heating_Active,moderate,Low Activity
night,17.24,48.85,117.8,581.62,476.71,751.4,691.95,632.07,medium,8052,off,dim,Moderate Activity
afternoon,19.39,46.47,81.69,612.7,496.39,757.21,708.84,640.54,medium,5693,off,,Low Activity
evening,23.1,175.74,111.98,549.03,432.68,696.58,,584.18,medium,5214,off,moderate,Low Activity
