Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Activity Level
3,22.2,48.48,114.73,592.17,505.23,740.27,689.05,622.38,1,Moderate Activity
0,21.38,56.92,137.55,559.76,426.76,699.78,637.52,572.93,2,Low Activity
3,22.2,55.09,108.21,548.85,427.98,710.14,662.08,579.71,2,Low Activity
3,22.13,55.2,106.21,553.41,441.44,710.57,657.76,594.06,2,Low Activity
3,22.13,55.23,115.42,552.08,436.85,705.74,654.98,592.07,2,Low Activity
2,18.68,53.61,93.59,580.64,429.02,717.72,670.87,596.8,2,High Activity
3,23.68,51.58,110.84,555.43,451.89,700.2,662.25,574.94,2,Low Activity
3,23.5,51.99,107.08,550.71,437.19,695.7,650.98,592.22,2,Low Activity
3,23.45,52.17,105.93,553.13,443.22,698.69,657.86,577.34,2,Low Activity
2,19.26,45.61,77.21,601.24,548.97,754.25,720.894,665.99,0,Moderate Activity
3,22.48,54.62,106.08,552.46,455.4,695.1,654.98,593.33,2,High Activity
0,20.04,56.96,116.21,592.89,451.58,730.72,676.61,598.51,3,Low Activity
3,23.42,52.75,105.78,544.55,451.1,698.28,658.98,583.61,2,Low Activity
3,23.93,53.0,123.48,546.64,415.54,879.33,629.56,552.4,2,Low Activity
3,24.17,52.36,124.55,546.93,417.89,677.94,641.88,557.82,2,Low Activity
3,24.12,51.78,120.13,578.93,423.78,683.49,635.24,566.24,2,Low Activity
3,23.7,52.46,111.36,546.09,439.62,687.15,649.9,574.44,2,Low Activity
3,23.68,53.57,125.32,549.38,437.91,689.36,637.96,547.22,2,Low Activity
3,24.53,51.52,116.98,550.67,479.19,708.73,707.392,592.59,2,Low Activity
3,24.13,51.94,112.49,553.06,447.39,695.1,648.67,577.59,2,Low Activity
3,23.79,52.61,118.25,578.93,449.0,688.46,674.0,578.86,2,Low Activity
3,23.78,52.67,118.34,551.56,445.54,695.27,653.25,575.49,2,Low Activity
0,17.24,48.85,117.8,581.62,476.71,751.4,691.95,632.07,2,Moderate Activity
2,19.39,46.47,81.69,612.7,496.39,757.21,708.84,640.54,2,Low Activity
3,23.39,53.39,114.13,555.34,444.41,704.92,653.04,583.85,2,Low Activity
3,24.01,51.96,108.94,547.54,449.48,694.48,657.41,592.22,2,Low Activity
3,24.82,48.1,149.56,564.68,393.13,672.01,635.18,551.3,2,Low Activity
2,18.89,51.84,101.93,595.03,482.29,737.88,703.11,619.07,1,Low Activity
3,23.75,52.81,109.65,552.67,467.34,701.26,698.928,572.29,2,Low Activity
3,23.82,52.84,110.78,555.08,445.19,698.22,659.524,588.97,2,Low Activity
3,23.62,53.19,109.0,556.75,469.44,703.47,659.81,592.66,2,Low Activity
3,23.62,53.16,116.56,578.93,454.15,700.96,650.63,584.38,2,Low Activity
3,23.65,52.89,112.17,557.21,463.71,693.54,647.19,582.51,2,Low Activity
3,23.64,52.79,108.89,555.42,455.07,854.68,652.74,576.73,2,Moderate Activity
1,17.02,53.6,121.19,576.86,474.79,718.42,673.116,600.74,2,Moderate Activity
3,23.6,52.89,108.38,553.36,430.72,692.54,648.25,579.52,2,Low Activity
3,23.91,52.34,117.52,556.51,442.95,697.92,660.24,586.49,2,Low Activity
3,24.3,51.48,113.48,545.1,457.05,695.37,661.3,592.83,2,Low Activity
3,24.0,51.84,112.78,552.54,462.61,700.02,651.97,588.9,2,Moderate Activity
1,20.08,56.77,126.56,559.98,424.38,699.01,685.27,569.59,2,Low Activity
3,23.35,53.36,110.13,549.18,452.28,690.15,853.2,582.64,2,Low Activity
3,23.38,52.99,115.18,551.5,456.88,701.1,650.17,590.42,2,Moderate Activity
3,23.05,53.87,116.28,554.78,446.32,695.18,657.69,580.87,2,Low Activity
3,23.13,53.75,115.77,550.69,450.96,694.06,666.91,574.88,2,Low Activity
1,20.38,57.2,124.34,550.14,460.79,711.27,660.926,599.1,1,Low Activity
0,23.07,53.81,114.78,551.91,444.27,690.51,496.52,572.03,2,Low Activity
0,22.95,54.02,120.74,550.19,452.45,700.94,661.18,583.5,2,Low Activity
0,22.77,54.56,120.57,547.63,446.04,703.06,656.24,589.27,2,Low Activity
1,20.4,56.48,131.16,563.54,468.87,879.44,641.654,594.34,1,Low Activity
0,20.38,58.64,130.11,549.88,464.63,722.33,686.29,601.23,1,Low Activity
0,22.34,55.48,124.63,548.41,452.13,699.77,664.81,590.84,2,Low Activity
0,22.32,55.53,123.31,550.05,451.88,693.4,656.72,592.45,2,Low Activity
0,22.11,55.94,121.06,550.84,457.16,701.01,658.866,584.87,2,Moderate Activity
0,22.09,56.12,119.89,552.38,450.38,707.64,660.66,585.29,2,Low Activity
0,22.04,56.27,123.65,544.73,451.5,696.57,666.77,591.02,2,Low Activity
0,21.92,56.48,116.92,546.67,459.02,713.13,657.17,593.53,2,Low Activity
0,21.86,56.52,124.27,550.14,464.05,706.76,669.816,595.14,2,Low Activity
1,19.74,54.45,118.98,548.53,490.87,700.8,644.2280000000001,577.55,2,Low Activity
0,21.82,56.72,121.61,545.71,482.18,706.98,667.27,583.41,2,Low Activity
0,21.78,56.61,122.56,578.93,467.27,705.19,669.24,602.28,2,Low Activity
1,18.34,57.14,108.17,602.04,502.66,749.11,699.632,640.54,1,Low Activity
0,21.62,56.73,129.46,549.71,467.79,707.81,673.27,600.29,2,Low Activity
2,20.68,59.55,162.55,531.97,487.81,711.06,660.96,592.77,2,Low Activity
0,21.48,56.89,126.9,552.46,462.79,714.28,664.9739999999999,593.56,1,Moderate Activity
0,21.29,57.45,117.91,548.03,462.82,708.14,665.37,604.88,1,Low Activity
1,19.37,53.13,123.37,578.93,403.66,720.83,677.08,597.96,2,Moderate Activity
0,21.22,57.53,123.03,556.06,473.59,714.88,670.23,602.78,1,Low Activity
0,21.18,57.61,127.11,547.57,487.61,639.71,506.51,613.11,1,Low Activity
1,19.11,54.67,81.17,580.0,529.31,750.08,708.1,629.02,1,Low Activity
2,19.65,44.7,96.35,578.93,528.74,738.8,714.7640000000001,650.0,1,Moderate Activity
0,20.93,58.1,123.44,548.05,471.17,705.85,670.35,607.58,1,Low Activity
0,20.76,58.17,123.3,545.58,470.55,706.72,680.88,602.47,1,Low Activity
0,20.84,58.29,119.67,546.64,475.79,706.86,674.6,613.22,1,Low Activity
0,20.82,58.21,117.75,549.55,481.62,714.74,675.41,598.18,1,Low Activity
0,20.83,58.12,121.32,545.72,466.55,715.01,664.844,592.07,1,Low Activity
0,20.8,58.07,123.71,554.76,474.22,721.06,683.314,608.8,1,Low Activity
0,20.75,58.12,122.46,546.47,477.1,711.01,672.32,613.06,1,Moderate Activity
0,20.7,58.3,117.41,552.62,471.13,720.99,671.54,618.23,1,Moderate Activity
1,18.77,45.89,73.33,576.74,567.23,780.64,746.72,682.59,1,Moderate Activity
0,20.7,58.17,118.09,555.93,481.66,714.74,683.67,603.0,1,Moderate Activity
3,23.04,43.74,127.36,577.5,473.69,715.68,820.12,586.83,2,Low Activity
0,20.59,58.42,118.05,548.06,474.93,723.58,672.04,612.77,1,Low Activity
0,21.57,55.28,123.52,549.33,440.95,703.68,672.75,588.52,1,Low Activity
0,20.58,58.27,124.54,547.5,479.2,721.35,679.16,609.41,1,Low Activity
0,20.54,58.29,124.07,562.55,476.94,714.25,672.508,610.95,1,Low Activity
0,20.51,58.4,127.31,546.92,482.09,723.39,637.31,616.69,1,Low Activity
0,20.42,58.57,122.43,548.76,479.07,722.57,672.05,607.98,1,Low Activity
0,22.09,44.96,117.71,580.28,440.05,609.75,675.08,615.09,2,Low Activity
0,20.42,58.5,122.74,549.55,484.61,725.52,675.3860000000001,618.7,1,Low Activity
2,24.07,48.72,101.12,543.53,408.33,721.96,646.42,573.54,2,Low Activity
0,20.27,58.79,125.82,578.93,491.14,718.98,681.1,625.21,1,Low Activity
0,20.21,58.77,128.41,549.31,489.44,721.25,687.51,610.6,1,Low Activity
0,20.27,58.72,123.38,549.08,471.95,718.05,896.88,605.04,1,Low Activity
0,20.28,58.68,123.03,553.52,471.44,721.85,800.55,617.75,1,Moderate Activity
0,19.86,55.82,137.34,570.75,463.93,713.77,622.71,597.66,1,Low Activity
0,20.15,58.78,123.56,551.88,478.01,724.17,680.15,613.09,1,Moderate Activity
2,22.01,53.73,102.84,554.98,482.15,733.29,691.3019999999999,622.86,1,High Activity
2,22.87,52.24,146.52,560.91,354.26,687.47,650.57,565.15,2,Low Activity
1,20.03,58.94,125.91,548.18,485.83,598.97,679.9,614.79,1,Moderate Activity
0,19.3,53.24,132.11,588.4,436.97,730.21,689.6519999999999,605.36,1,Low Activity
2,18.58,50.58,82.94,598.11,517.44,768.45,720.59,664.63,0,Low Activity
1,19.96,59.06,126.5,548.87,482.61,729.18,680.2,621.57,1,Low Activity
1,20.0,58.96,129.83,548.32,481.35,826.82,686.23,622.73,1,Moderate Activity
1,19.94,55.92,132.64,558.46,465.96,729.02,656.8860000000001,604.9,1,Moderate Activity
1,19.9,58.94,125.06,547.99,488.25,622.76,669.798,622.85,1,Low Activity
1,19.76,59.33,131.97,547.08,493.8,732.19,683.95,619.73,1,Moderate Activity
1,19.77,59.28,126.09,553.87,492.22,735.21,689.43,616.02,1,Low Activity
1,19.91,58.94,130.33,559.47,486.27,565.35,677.77,617.65,1,Moderate Activity
1,19.81,59.09,136.67,547.22,490.7,727.29,693.37,628.93,1,Low Activity
2,24.16,43.98,85.09,606.09,468.76,756.59,713.52,654.35,1,Moderate Activity
1,19.76,59.04,130.86,546.95,487.64,731.37,694.73,620.64,1,Low Activity
1,19.71,59.22,125.9,542.09,482.43,724.39,673.852,615.77,1,Moderate Activity
2,23.31,51.92,163.59,578.93,431.6,709.47,660.15,595.79,1,Low Activity
1,19.63,59.22,121.47,578.93,486.78,715.23,681.71,602.9,1,Low Activity
1,19.49,59.56,127.04,554.58,481.02,713.26,661.7,607.58,1,Low Activity
1,19.5,59.45,120.65,550.63,483.15,719.09,670.02,603.92,1,Low Activity
1,19.49,59.52,123.4,578.93,489.05,719.55,666.28,603.12,2,Low Activity
1,19.65,59.28,125.49,551.72,479.55,685.08,613.6279999999999,552.68,2,Low Activity
1,19.61,59.19,122.02,544.67,464.62,678.51,579.3,519.52,2,Low Activity
1,19.54,59.3,122.74,546.13,472.29,676.98,584.07,522.93,2,Low Activity
2,22.6,49.31,110.52,553.45,462.42,746.19,679.98,630.25,1,Low Activity
1,19.35,59.73,125.39,545.95,478.36,680.67,595.86,523.2,2,Moderate Activity
1,19.43,59.53,120.65,544.38,476.35,678.9,588.17,529.19,2,Low Activity
0,22.17,50.99,121.36,575.19,413.4,708.68,671.232,584.78,2,Low Activity
1,19.43,59.55,124.53,546.64,485.9,686.34,607.15,549.43,2,Low Activity
1,17.32,43.51,66.79,620.17,601.86,788.0,759.25,702.72,0,Moderate Activity
0,19.65,56.19,140.19,565.32,406.29,623.41,681.68,581.07,2,Low Activity
1,17.02,43.34,93.17,601.41,385.87,764.72,718.26,627.21,1,High Activity
1,19.9,58.57,128.53,549.06,475.8,687.59,611.43,558.23,2,Low Activity
1,19.99,58.3,128.91,551.49,476.44,697.53,609.23,566.45,2,Low Activity
1,20.04,58.12,127.26,545.61,472.08,688.37,619.8599999999999,554.62,2,Low Activity
1,20.28,57.34,131.07,546.78,483.77,687.83,616.2,540.2,2,Low Activity
1,19.79,58.88,127.01,549.54,480.47,566.23,654.4220000000001,558.45,2,Low Activity
2,20.76,55.33,106.98,560.41,467.5,731.17,684.19,625.22,1,Low Activity
0,20.59,52.05,98.06,562.11,472.63,750.75,699.09,641.1,1,High Activity
2,22.58,55.05,116.03,545.15,481.91,697.85,638.95,575.26,1,Low Activity
0,19.07,51.62,109.93,597.33,483.98,746.28,697.53,620.84,1,Moderate Activity
1,20.12,57.99,133.42,546.0,486.81,692.49,628.5,563.81,2,Low Activity
0,20.4,56.5,105.31,596.43,443.4,729.58,676.02,593.94,3,Low Activity
0,19.69,54.91,120.02,549.42,459.09,692.41,645.74,571.75,2,Low Activity
1,20.09,57.99,132.7,547.29,485.74,696.14,634.83,558.01,2,Low Activity
1,19.56,55.65,121.08,558.72,481.09,741.39,691.88,634.99,1,Low Activity
0,22.73,54.0,118.4,554.02,465.29,705.0,650.708,583.84,1,Low Activity
1,19.89,58.49,133.47,549.23,489.5,707.55,631.96,554.41,2,Low Activity
1,19.88,58.54,132.26,551.67,482.92,699.71,642.152,562.13,2,Low Activity
1,19.72,59.01,130.96,548.7,474.28,702.26,627.9,560.09,2,Low Activity
1,20.21,57.61,133.48,551.93,497.25,695.1,660.8520000000001,555.68,2,Low Activity
1,19.79,58.97,128.33,550.88,488.11,693.43,625.89,575.05,1,Low Activity
0,20.34,51.73,103.98,554.07,502.74,746.38,702.94,633.33,1,Low Activity
0,20.52,54.83,107.93,549.37,516.88,732.88,677.79,611.5,1,Moderate Activity
2,20.12,56.87,117.22,552.67,474.87,720.57,647.748,575.32,1,Low Activity
1,18.85,55.99,112.27,605.39,492.67,739.49,702.3,629.91,1,Moderate Activity
2,19.96,58.52,120.66,552.13,444.72,697.04,635.94,567.65,1,Low Activity
2,20.5,56.82,118.38,555.97,464.66,701.31,643.47,574.35,1,Low Activity
2,20.77,56.77,121.09,550.46,471.84,703.76,618.1800000000001,568.53,2,Low Activity
2,18.11,44.21,62.9,578.93,586.1,789.59,758.5,693.15,0,Moderate Activity
2,21.21,56.18,117.66,553.55,490.9,713.92,700.5219999999999,584.81,2,Low Activity
2,21.5,55.98,119.59,548.8,482.72,710.65,709.632,579.64,2,Low Activity
2,21.65,55.92,123.67,548.94,474.98,701.47,654.61,580.39,2,Low Activity
0,22.53,50.26,106.93,558.61,459.54,738.59,691.27,629.38,1,Moderate Activity
2,21.85,55.62,119.03,547.38,491.58,702.7,660.0240000000001,588.07,2,Low Activity
1,18.43,48.36,84.47,558.52,534.23,755.83,882.2,642.81,1,Moderate Activity
2,22.08,55.32,117.85,545.25,489.17,715.25,703.164,580.96,2,Low Activity
2,19.47,53.84,102.95,578.93,493.02,735.72,690.53,625.6,1,Moderate Activity
2,22.44,54.31,115.88,550.34,485.49,710.81,649.53,584.34,1,Low Activity
2,22.43,54.61,119.46,551.87,485.49,702.18,635.79,578.43,1,Low Activity
0,21.05,57.77,122.28,551.77,473.86,718.57,639.816,607.04,1,Low Activity
2,23.05,54.24,120.02,550.11,473.05,709.11,647.52,578.49,1,Low Activity
3,23.8,50.59,133.6,550.16,444.44,709.21,671.78,595.99,1,Low Activity
2,22.73,54.67,117.62,546.62,486.14,706.82,541.52,579.53,1,Low Activity
2,22.87,54.42,118.46,552.29,484.78,701.07,650.22,583.65,1,Moderate Activity
2,22.82,54.62,116.21,544.08,468.13,707.18,649.6,589.07,1,Low Activity
2,16.43,41.6,69.37,614.7,561.5,796.63,762.28,699.08,0,Low Activity
2,22.99,54.29,112.45,551.13,461.95,707.97,636.03,582.41,1,Low Activity
2,23.05,54.24,120.02,550.11,473.05,709.11,647.52,578.49,1,Low Activity
2,23.23,53.97,113.57,554.43,482.2,701.49,651.0,580.59,1,Low Activity
2,23.49,53.4,121.61,551.83,476.0,702.92,811.69,578.42,1,Low Activity
2,23.54,53.32,116.1,553.39,478.78,709.53,644.45,583.56,1,Low Activity
2,23.43,53.71,117.44,545.09,469.83,704.58,644.58,578.86,1,Low Activity
2,23.33,54.06,116.88,551.72,474.12,704.0,645.25,585.74,1,Low Activity
2,23.31,54.16,119.92,546.75,469.69,563.45,647.96,576.4,1,Low Activity
2,23.33,54.18,118.18,552.83,477.43,698.54,583.7860000000001,575.77,1,Low Activity
2,23.44,53.91,116.2,547.4,485.62,710.54,654.02,581.69,1,Low Activity
2,17.62,48.6,91.13,607.65,555.06,780.26,738.1,678.46,0,Moderate Activity
2,23.51,53.84,121.92,578.93,463.66,702.39,650.806,581.42,1,Low Activity
2,23.52,53.89,118.66,549.86,475.7,704.07,682.698,576.89,1,Low Activity
2,23.76,53.52,118.97,553.22,482.96,699.06,645.708,577.17,1,Low Activity
2,23.98,53.11,116.54,545.86,467.39,701.3,884.27,572.89,1,Low Activity
2,24.0,53.23,124.84,544.37,459.73,708.96,643.61,571.88,1,Low Activity
0,22.12,54.37,122.46,549.16,468.76,706.78,663.9,597.77,1,Low Activity
2,17.82,44.95,71.81,616.14,515.5,777.81,732.89,683.19,0,Low Activity
2,23.95,53.45,116.58,551.39,467.66,705.52,643.73,581.72,1,Low Activity
2,24.04,53.38,116.7,547.65,477.32,863.65,653.93,582.64,1,Low Activity
2,24.23,53.1,121.19,542.35,462.3,692.96,649.4,577.19,2,Low Activity
2,24.28,52.77,119.99,554.09,475.7,700.83,663.22,579.36,1,Low Activity
3,21.65,51.65,112.06,594.36,465.91,717.1,680.38,594.32,1,Low Activity
2,24.0,53.45,125.51,553.11,466.88,705.61,651.28,581.92,1,Low Activity
1,19.48,54.44,113.44,556.65,482.59,710.37,671.95,590.35,2,Low Activity
1,15.95,41.6,64.41,616.72,518.25,792.28,758.08,698.45,1,Moderate Activity
2,24.07,53.47,120.06,545.26,476.98,702.75,689.572,583.57,1,Low Activity
2,24.26,53.05,121.46,547.21,471.51,709.58,615.4259999999999,569.31,1,Low Activity
1,17.75,51.2,120.76,592.79,435.49,746.64,686.074,595.76,1,High Activity
2,24.36,52.93,117.26,550.49,482.96,696.29,651.63,582.66,1,Moderate Activity
0,18.51,51.89,123.51,585.08,478.05,733.98,662.1279999999999,620.59,1,Moderate Activity
3,24.69,52.04,121.15,544.23,475.93,697.58,643.33,587.41,1,Low Activity
3,24.27,53.48,122.06,546.32,465.08,708.68,659.918,582.45,2,Low Activity
3,24.37,53.08,118.63,547.86,488.73,711.64,650.35,580.19,1,Low Activity
3,24.64,52.44,120.47,545.12,470.41,703.77,653.1379999999999,580.45,1,Low Activity
3,25.09,51.27,122.08,540.72,468.08,703.63,650.22,578.24,2,Low Activity
3,25.06,51.57,125.9,544.51,469.7,689.43,653.71,575.78,2,Moderate Activity
3,24.69,52.68,121.83,547.81,479.19,707.53,896.79,593.24,2,Low Activity
3,24.7,52.57,125.12,548.97,469.66,704.94,658.98,588.33,2,Low Activity
3,24.76,52.45,125.2,546.56,476.48,696.94,661.76,582.09,2,Low Activity
0,18.88,53.12,123.55,587.55,450.61,736.32,875.18,634.07,1,Moderate Activity
2,20.05,53.94,108.23,561.09,506.47,739.12,697.768,625.8,1,Low Activity
2,20.71,52.15,152.82,569.41,425.02,724.09,688.55,627.63,2,Low Activity
3,25.01,51.85,120.91,543.86,456.85,698.63,663.48,582.67,2,Low Activity
0,20.65,48.21,118.16,597.89,459.77,737.39,686.986,622.54,2,Moderate Activity
0,19.73,54.59,119.99,601.78,469.49,741.05,696.11,625.74,1,Low Activity
3,23.26,42.82,108.61,602.74,494.69,753.23,711.77,655.0,1,Moderate Activity
2,19.07,54.77,82.37,585.69,512.51,735.47,711.63,651.64,0,High Activity
3,24.87,53.56,141.69,544.47,425.08,898.12,636.48,562.35,2,Low Activity
1,20.2,57.36,128.71,552.4,460.12,716.12,674.544,605.5,1,Low Activity
3,24.97,52.53,126.96,548.95,460.84,698.13,651.85,564.26,2,Low Activity
0,20.87,57.48,134.53,560.6,437.4,699.68,655.9359999999999,598.75,1,Low Activity
3,25.31,51.96,130.45,538.68,432.11,697.57,643.82,575.6,2,Low Activity
3,25.0,52.3,120.52,550.88,452.66,697.68,653.5,582.15,2,Low Activity
0,22.05,51.89,124.59,577.14,423.08,702.6,657.58,602.45,1,Low Activity
0,21.63,53.28,107.93,548.02,491.15,711.27,660.42,594.81,1,Moderate Activity
3,24.41,53.11,117.8,554.9,444.48,697.36,653.04,571.5,2,Low Activity
3,24.38,52.84,124.56,547.21,454.61,694.36,640.62,576.72,2,Low Activity
3,24.08,53.53,125.99,550.16,460.22,699.1,644.77,582.47,2,Low Activity
3,24.25,52.96,121.77,545.69,450.7,696.93,654.05,582.02,2,Low Activity
3,24.38,52.5,119.76,554.33,459.93,695.65,662.57,587.04,2,Moderate Activity
2,18.13,50.24,85.75,613.74,511.55,598.71,729.75,678.1,0,Low Activity
3,22.95,53.73,150.7,584.61,450.68,730.45,679.31,591.34,2,Low Activity
3,24.4,52.54,121.0,554.46,463.87,699.68,706.5440000000001,586.75,2,Low Activity
3,24.65,51.93,123.32,544.86,458.05,705.36,664.64,577.39,2,Low Activity
3,24.6,51.97,123.93,549.92,462.6,708.8,655.15,569.6,2,Low Activity
3,24.26,52.83,122.4,546.86,470.22,695.66,643.89,577.8,2,Low Activity
3,24.1,52.84,122.45,547.02,463.2,700.17,650.28,588.42,2,Low Activity
1,19.12,51.86,91.71,553.2,497.49,723.96,642.16,578.28,1,Low Activity
3,23.73,53.59,125.56,546.16,445.91,685.32,648.84,577.08,2,Low Activity
3,23.65,54.0,121.38,550.35,431.58,696.98,649.62,568.79,2,Moderate Activity
3,23.55,54.16,125.34,547.57,424.77,693.94,643.87,557.31,2,Low Activity
3,23.39,54.44,127.68,543.61,435.18,691.89,643.65,566.53,2,Low Activity
3,23.27,54.65,129.06,547.05,442.39,694.11,658.452,580.91,2,Low Activity
3,22.27,55.1,108.09,544.91,457.34,701.17,658.1,576.11,2,Moderate Activity
3,23.61,47.64,97.14,596.28,427.0,703.01,648.55,582.21,1,Low Activity
0,19.04,49.8,119.42,581.62,481.13,730.41,700.21,625.95,1,Moderate Activity
0,22.98,54.92,133.02,548.54,428.47,693.6,655.86,565.96,2,Low Activity
0,22.86,55.27,129.52,544.66,441.28,697.75,664.16,571.27,2,Low Activity
0,22.59,55.78,136.79,544.22,437.33,698.87,662.86,589.73,2,Low Activity
3,23.53,49.12,117.3,575.58,384.3,679.66,635.2860000000001,544.1,3,Low Activity
0,22.51,55.98,135.53,545.05,447.05,698.76,654.02,582.33,2,Low Activity
0,22.37,56.21,130.93,547.54,446.48,633.09,639.6220000000001,596.66,2,Low Activity
0,22.3,56.33,132.45,543.25,437.12,701.72,660.6,570.02,2,Low Activity
2,23.16,51.62,111.13,544.19,460.88,685.57,542.85,557.54,3,Low Activity
0,22.28,56.26,137.49,544.8,455.97,706.93,663.918,590.55,2,Low Activity
3,24.73,47.85,107.31,573.95,437.83,712.96,671.24,599.91,1,Moderate Activity
1,19.22,52.8,106.32,556.87,474.18,722.87,679.56,614.62,1,Low Activity
3,24.66,52.37,122.77,578.93,444.4,703.16,651.9,581.72,2,Low Activity
0,20.35,58.56,129.66,546.31,493.34,712.26,671.46,608.82,1,Low Activity
0,21.97,56.89,132.94,546.39,445.17,704.93,653.03,578.28,1,Low Activity
0,21.86,57.18,134.62,545.34,458.0,708.05,670.126,602.57,1,Low Activity
0,19.68,50.79,109.85,601.74,479.76,737.7,694.962,622.2,1,Low Activity
3,23.58,50.32,109.73,551.08,462.77,734.2,671.89,617.26,1,Low Activity
0,21.75,57.42,127.53,551.55,462.15,701.32,662.59,592.19,1,Low Activity
0,21.56,57.66,128.26,549.78,473.81,706.69,461.1,570.67,1,Low Activity
0,21.62,57.52,133.38,544.59,453.99,706.7,879.68,580.81,1,Low Activity
0,21.58,57.55,128.65,542.72,460.06,701.97,698.04,598.79,1,Low Activity
2,18.49,46.43,78.59,574.91,536.01,777.43,696.5320000000002,674.78,0,Moderate Activity
0,21.38,57.89,130.21,541.19,455.96,702.09,657.25,586.18,1,Low Activity
3,21.74,43.5,100.72,591.7,499.53,737.57,695.54,618.66,1,High Activity
0,21.37,57.89,123.72,550.6,470.24,704.35,659.284,590.44,1,Low Activity
2,20.7,50.96,107.78,581.21,483.34,730.48,684.19,618.41,1,Moderate Activity
0,21.26,57.96,130.57,549.73,454.56,846.99,665.77,592.25,1,Low Activity
1,19.96,58.45,132.68,550.23,490.18,727.72,683.38,610.12,1,Low Activity
0,21.17,57.92,127.27,545.04,453.87,707.41,660.65,590.07,1,Low Activity
0,21.16,57.92,126.43,549.78,456.09,709.2,673.05,591.97,1,Moderate Activity
0,21.1,58.05,125.23,546.33,453.31,704.22,666.13,588.67,1,Low Activity
0,21.09,58.05,128.31,546.82,463.11,708.5,668.54,601.35,1,Low Activity
0,21.01,58.04,120.95,546.28,465.44,709.76,671.2,590.75,1,Low Activity
0,21.0,58.09,128.62,548.93,470.33,712.29,678.42,602.83,1,Low Activity
2,19.94,50.27,105.24,581.94,446.22,714.91,673.12,607.51,2,Low Activity
1,16.88,49.22,65.95,618.67,564.6,785.08,748.1540000000001,696.91,1,Moderate Activity
0,20.91,58.02,125.76,549.64,474.8,710.32,667.49,598.93,1,Low Activity
0,23.19,48.92,121.39,568.19,386.09,681.54,637.3,555.15,3,Low Activity
2,21.23,52.45,103.76,525.93,571.72,762.82,718.13,639.36,2,Moderate Activity
2,17.75,50.24,94.03,608.19,446.97,755.48,723.78,638.7,1,High Activity
0,20.8,57.95,123.2,548.71,479.93,716.27,664.096,594.0,1,Low Activity
0,20.75,57.97,121.68,549.41,477.43,881.22,686.01,597.99,1,Low Activity
0,20.68,58.2,126.02,544.84,482.74,718.12,708.908,615.18,1,Low Activity
3,22.16,53.2,125.47,594.12,427.75,716.85,670.58,596.58,3,Low Activity
0,20.62,58.32,122.69,549.26,464.96,718.77,678.03,595.76,1,Low Activity
0,20.67,58.14,123.55,549.33,462.75,727.08,668.87,605.12,1,Low Activity
3,22.89,50.44,123.76,549.54,467.58,713.23,657.742,571.56,2,Low Activity
2,19.02,51.51,189.77,565.95,491.38,748.33,715.46,654.99,1,High Activity
0,20.52,58.36,117.28,552.23,474.99,719.82,683.91,609.31,1,Low Activity
1,15.07,44.17,71.33,607.64,594.14,867.01,741.3,689.72,0,Moderate Activity
1,20.08,53.54,103.51,555.12,483.75,733.89,677.05,600.56,1,Low Activity
2,18.48,50.96,123.54,581.85,481.48,734.16,685.822,607.33,2,High Activity
1,17.38,40.63,80.62,604.31,535.34,769.56,725.7,675.78,1,Moderate Activity
0,20.32,58.57,119.73,546.0,470.97,709.91,678.87,620.21,1,Low Activity
0,20.35,58.58,123.39,547.27,493.77,719.2,677.84,619.9,1,Moderate Activity
2,20.62,47.98,110.89,584.7,443.91,719.46,653.104,603.66,2,Low Activity
1,20.33,58.49,128.76,550.4,485.87,720.9,683.972,609.59,1,Low Activity
3,22.19,46.81,107.71,586.61,346.69,680.82,601.96,507.07,2,Low Activity
0,20.07,50.62,112.49,596.86,483.86,731.18,688.64,612.53,2,Moderate Activity
1,16.21,43.93,63.65,617.34,605.59,797.48,764.1659999999999,710.09,0,Low Activity
1,19.29,54.91,109.61,549.87,479.1,713.54,666.48,593.2,2,Low Activity
1,20.24,58.44,125.52,547.38,489.28,718.94,680.91,622.31,1,Low Activity
1,20.29,58.21,124.55,546.47,471.01,718.06,675.91,608.87,1,Low Activity
0,20.17,55.96,142.52,559.44,425.6,711.42,663.26,591.61,2,Low Activity
2,18.2,46.2,102.05,587.32,462.59,738.21,734.036,623.75,2,Low Activity
1,20.18,58.34,126.57,547.63,471.02,725.08,674.63,615.51,1,Low Activity
1,18.84,43.68,68.48,585.45,571.25,777.83,748.64,694.62,1,Moderate Activity
1,20.07,58.51,126.02,552.37,497.72,728.94,684.682,615.14,1,Moderate Activity
1,20.12,58.38,128.86,549.46,485.23,715.98,689.31,612.11,1,Moderate Activity
1,20.18,58.2,127.3,546.58,491.62,720.94,871.39,630.44,1,Low Activity
1,20.18,58.1,123.98,541.06,498.57,728.91,698.19,612.79,1,High Activity
1,20.01,58.54,124.95,544.6,481.89,727.27,684.3,619.21,1,Low Activity
1,20.06,58.34,130.4,546.16,470.91,730.36,682.95,599.06,1,Moderate Activity
1,19.95,58.57,122.13,549.65,490.6,721.16,688.36,614.34,1,High Activity
1,19.97,58.48,131.94,548.44,485.33,728.67,674.17,613.33,1,Moderate Activity
